incident_no,incident_type,address,incident_date,incident_datetime,ESRI_OID,FID
7PA0109363,PED TRAFFIC     , HOWARD/RAYMOND,1952600787,2017-11-19T02:28:03.000Z,466,460
7PA0109317,415 MISC        ,100 BLOCK COLORADO BL,1952578518,2017-11-19T00:05:34.000Z,425,461
7PA0109546,SUSP PERSON     ,1300 BLOCKN. FAIR OAKS AV,1952759616,2017-11-19T18:16:32.000Z,608,462
7PA0109270,TRAFFIC STOP    , RAYMOND / UNION ST,1951799419,2017-11-18T22:14:35.000Z,384,463
7PA0109481,PHOTO REQUEST   ,300 BLOCK. DEL MAR BL #123,1952721402,2017-11-19T14:34:18.000Z,558,464
7PA0109364,415 BOY/GIRL    ,600 BLOCK. WASHINGTON BL #11,1952601111,2017-11-19T02:31:27.000Z,467,465
7PA0109365,SUSPICIOUS CIRC ,1500 BLOCKN. GARFIELD AV #129,1952601525,2017-11-19T02:35:41.000Z,468,466
7PA0109366,DRIVING VIOL    , FAIR OAKS / HOWARD ST,1952601535,2017-11-19T02:35:51.000Z,469,467
7PA0109367,SUSP PERSON/VEH , ORANGE GROVE / PASADENA AV,1952601640,2017-11-19T02:36:56.000Z,470,468
7PA0109368,INJ TC          , FAIR OAKS / GLENARM ST,1952601895,2017-11-19T02:39:11.000Z,471,469
7PA0109369,SUSP PERSON     ,100 BLOCK ALLEN AV,1952602623,2017-11-19T02:46:39.000Z,472,470
7PA0109370,OUTSIDE REFERRAL,100 BLOCK. HOLLY ST,1952608839,2017-11-19T03:08:55.000Z,473,471
7PA0109370,REFERRED OUT    ,100 BLOCK. HOLLY ST,1952608839,2017-11-19T03:08:55.000Z,473,472
7PA0109371,CITIZEN FLAG    ,200 BLOCK. LOS ROBLES AV,1952609503,2017-11-19T03:15:19.000Z,474,473
7PA0109372,415 MISC        ,1400 BLOCKS. OAK KNOLL AV,1952610193,2017-11-19T03:22:09.000Z,475,474
7PA0109373,415 MUSIC       ,200 BLOCKLINTON ST,1952611990,2017-11-19T03:40:06.000Z,476,475
7PA0109374,SUSPICIOUS VEH  ,800 BLOCK. GARFIELD AV,1952612041,2017-11-19T03:40:57.000Z,477,476
7PA0109375,SUSP PERSON/VEH ,800 BLOCK. PASADENA AV,1952612439,2017-11-19T03:44:55.000Z,478,477
7PA0109376,OUTS JURISD BOOK,200 BLOCK. GARFIELD AV,1952613284,2017-11-19T03:53:00.000Z,479,478
7PA0109376,OUTS JURISD BOOK,200 BLOCK. GARFIELD AV,1952613284,2017-11-19T03:53:00.000Z,479,479
7PA0109378,415 MISC        ,2600 BLOCKMORNINGSIDE ST,1952619034,2017-11-19T04:10:50.000Z,480,480
7PA0109379,CHECK WELFARE   ,700 BLOCK. ORANGE GROVE BL,1952629506,2017-11-19T05:15:22.000Z,481,481
7PA0109381,CITIZEN FLAG    ,100 BLOCKE. HOLLY,1952629542,2017-11-19T05:15:58.000Z,482,482
7PA0109383,MISSING PERSON  ,900 BLOCK AVENUE 64,1952630300,2017-11-19T05:23:16.000Z,483,483
7PA0109384,OUTS JURISD BOOK,200 BLOCK. GARFIELD AV,1952630795,2017-11-19T05:28:11.000Z,484,484
7PA0109384,OUTS JURISD BOOK,200 BLOCK. GARFIELD AV,1952630795,2017-11-19T05:28:11.000Z,484,485
7PA0109385,VEH IMPOUND     ,1900 BLOCKMENTONE AV,1952637989,2017-11-19T06:00:05.000Z,485,486
7PA0109386,415 MISC        ,1900 BLOCKLINCOLN AV #C,1952638827,2017-11-19T06:08:43.000Z,486,487
7PA0109387,TRESPASS        ,1000 BLOCK. WALNUT ST,1952639016,2017-11-19T06:10:32.000Z,487,488
7PA0109388,415 MISC        , CLAREMONT / MENTONE AV,1952642606,2017-11-19T06:46:22.000Z,488,489
7PA0109390,RETURNED MISSING,100 BLOCK BONNIE AV,1952643200,2017-11-19T06:52:16.000Z,489,490
7PA0109392,MENTAL HEALTH   , COLORADO / OAK KNOLL AV,1952643520,2017-11-19T06:55:36.000Z,490,491
7PA0109397,WARRANT ARREST  , FILLMORE / RAYMOND AV,1952650891,2017-11-19T07:29:07.000Z,491,492
7PA0109398,CHECK WELFARE   ,3000 BLOCKE. DEL MAR BL #131,1952652434,2017-11-19T07:44:50.000Z,492,493
7PA0109399,TRAFFIC STOP    , ELIZABETH / LAKE AV,1952652603,2017-11-19T07:46:19.000Z,493,494
7PA0109400,415 THREATS     ,0 BLOCK CHESTER AV #D,1952652808,2017-11-19T07:48:24.000Z,494,495
7PA0109401,TRANSIENT       ,400 BLOCK. ARROYO PK,1952653090,2017-11-19T07:51:06.000Z,495,496
7PA0109402,PED TRAFFIC     , DEL MONTE / LINCOLN AV,1952653525,2017-11-19T07:55:41.000Z,496,497
7PA0109405,MISC FELONY     ,100 BLOCK. ORANGE GROVE BL #12,1952660311,2017-11-19T08:23:27.000Z,497,498
7PA0109407,TRAFFIC STOP    , ALLEN / LOCUST ST,1952660729,2017-11-19T08:27:45.000Z,498,499
7PA0109408,OUTSIDE REFERRAL,3600 BLOCKLANDFAIR RD,1952661125,2017-11-19T08:31:41.000Z,499,500
7PA0109591,415 MISC        ,700 BLOCKVERTS ST,1952782909,2017-11-19T20:49:25.000Z,647,501
7PA0109408,OUTSIDE REFERRAL,3600 BLOCKLANDFAIR RD,1952661125,2017-11-19T08:31:41.000Z,499,502
7PA0109657,MENTAL HEALTH   ,100 BLOCK. MARENGO AV,1953649392,2017-11-20T07:14:08.000Z,697,503
7PA0109547,FOOTBEAT        , VICTORY PARK,1952759818,2017-11-19T18:18:34.000Z,609,504
7PA0109482,PETTY THEFT     ,200 BLOCK. DAYTON ST,1952721535,2017-11-19T14:35:51.000Z,559,505
7PA0109548,TRANSIENT       ,300 BLOCK. COLORADO BL,1952759935,2017-11-19T18:19:51.000Z,610,506
7PA0109318,415 MUSIC       , MARTELO / MONTE VISTA ST,1952578987,2017-11-19T00:10:03.000Z,426,507
7PA0109483,415 FAMILY      ,2200 BLOCKE. VILLA ST #9,1952721915,2017-11-19T14:39:31.000Z,560,508
7PA0109549,BATTERY         , FAIR OAKS / MOUNTAIN ST,1952760086,2017-11-19T18:21:02.000Z,611,509
7PA0109319,LOCATION CHECK  ,0 BLOCK COLORADO BL #,1952579037,2017-11-19T00:10:53.000Z,427,510
7PA0109658,SUSP PERSON/VEH ,300 BLOCK. LAKE AV,1953650427,2017-11-20T07:24:43.000Z,698,511
7PA0109408,REFERRED OUT    ,3600 BLOCKLANDFAIR RD,1952661125,2017-11-19T08:31:41.000Z,499,512
7PA0109484,FIRE DEPT ASSIST,400 BLOCK. EL MOLINO AV,1952722688,2017-11-19T14:47:04.000Z,561,513
7PA0109592,SUSPICIOUS CIRC ,600 BLOCKSHTABULA ST,1952782986,2017-11-19T20:50:02.000Z,648,514
7PA0109550,TRANSIENT       ,3800 BLOCKE. FOOTHILL BL,1952760735,2017-11-19T18:27:51.000Z,612,515
7PA0109271,TRAFFIC STOP    , ALTADENA / FOOTHILL BL,1951800498,2017-11-18T22:25:14.000Z,385,516
7PA0109319,LOCATION CHECK  ,0 BLOCK COLORADO BL #,1952579037,2017-11-19T00:10:53.000Z,427,517
7PA0109659,TROUBLE UNKNOWN ,1600 BLOCKE. WASHINGTON BL #607,1953650633,2017-11-20T07:26:49.000Z,699,518
7PA0109408,REFERRED OUT    ,3600 BLOCKLANDFAIR RD,1952661125,2017-11-19T08:31:41.000Z,499,519
7PA0109485,TRANSIENT       ,200 BLOCK. COLORADO BL,1952723204,2017-11-19T14:52:20.000Z,562,520
7PA0109486,TRAFFIC STOP    , CORDOVA / HUDSON AV,1952723408,2017-11-19T14:54:24.000Z,563,521
7PA0109487,FOOTBEAT        , DEL MAR / LAKE AV,1952728214,2017-11-19T15:02:30.000Z,564,522
7PA0109488,FOOTBEAT        ,400 BLOCK. VILLA ST,1952728341,2017-11-19T15:03:57.000Z,565,523
7PA0109489,RESIDENTIAL BURG,300 BLOCKARTELO AV,1952728396,2017-11-19T15:04:12.000Z,566,524
7PA0109490,415 MISC        ,2000 BLOCKEL SERENO AV,1952728695,2017-11-19T15:07:11.000Z,567,525
7PA0109491,DOMESTIC VIOLENC,1300 BLOCKN. LAKE AV,1952728884,2017-11-19T15:09:00.000Z,568,526
7PA0109493,PERSON DOWN     ,700 BLOCK. MENTOR AV,1952729229,2017-11-19T15:12:45.000Z,569,527
7PA0109494,PHYSICAL EVIDENC,1300 BLOCKN. LAKE AV,1952729826,2017-11-19T15:18:42.000Z,570,528
7PA0109495,415 MISC        ,2900 BLOCKE. ORANGE GROVE BL,1952730319,2017-11-19T15:23:35.000Z,571,529
7PA0109496,CITIZEN FLAG    ,3400 BLOCKE. FOOTHILL BL,1952730517,2017-11-19T15:25:33.000Z,572,530
7PA0109497,MENTAL HEALTH   ,0 BLOCK CATALINA AV,1952730801,2017-11-19T15:28:17.000Z,573,531
7PA0109498,PED TRAFFIC     , LAKE / MOUNTAIN ST,1952730924,2017-11-19T15:29:40.000Z,574,532
7PA0109500,INJ TC          , CONGRESS / FAIR OAKS AV,1952731993,2017-11-19T15:40:09.000Z,575,533
7PA0109502,FOUND PROPERTY  , SAINT JOHN / WALNUT ST,1952732490,2017-11-19T15:45:06.000Z,576,534
7PA0109503,FOOTBEAT        ,3100 BLOCKE. DEL MAR BL,1952732529,2017-11-19T15:45:45.000Z,577,535
7PA0109504,PHYSICAL EVIDENC,300 BLOCKARTELO AV,1952732728,2017-11-19T15:47:44.000Z,578,536
7PA0109505,INJ TC          , BELLEVUE / FAIR OAKS AV,1952732907,2017-11-19T15:49:23.000Z,579,537
7PA0109506,415 GROUP       , HOWARD / SIERRA BONITA AV,1952733043,2017-11-19T15:50:59.000Z,580,538
7PA0109507,FOOTBEAT        ,400 BLOCK. LAKE AV,1952733137,2017-11-19T15:51:53.000Z,581,539
7PA0109508,TRAFFIC STOP    , COLORADO / MILLS PL,1952733315,2017-11-19T15:53:31.000Z,582,540
7PA0109509,415 MISC        ,2100 BLOCKE. FOOTHILL BL,1952733425,2017-11-19T15:54:41.000Z,583,541
7PA0109512,415 MUSIC       ,600 BLOCK. MARENGO AV #4,1952738631,2017-11-19T16:06:47.000Z,584,542
7PA0109513,FIRE DEPT ASSIST,300 BLOCK. MICHIGAN AV,1952738691,2017-11-19T16:07:07.000Z,585,543
7PA0109515,TRANSIENT       ,700 BLOCK. LAKE AV,1952739909,2017-11-19T16:19:25.000Z,586,544
7PA0109517,INJ TC          , CORSON / SIERRA BONITA AV,1952741234,2017-11-19T16:32:50.000Z,587,545
7PA0109519,415 MUSIC       ,1500 BLOCKE. VILLA ST,1952742041,2017-11-19T16:40:57.000Z,588,546
7PA0109520,HEALTH & SAFETY ,2200 BLOCKE. VILLA ST,1952742616,2017-11-19T16:46:32.000Z,589,547
7PA0109521,SUSP PERSON/VEH ,1300 BLOCKELIZABETH ST,1952742721,2017-11-19T16:47:37.000Z,590,548
7PA0109522,415 MISC        ,800 BLOCKLIZABETH ST,1952742837,2017-11-19T16:48:53.000Z,591,549
7PA0109523,TC HIT/RUN      ,0 BLOCK DE LACEY AV,1952743205,2017-11-19T16:52:21.000Z,592,550
7PA0109524,TRESPASS        ,200 BLOCK. RAYMOND AV,1952743300,2017-11-19T16:53:16.000Z,593,551
7PA0109525,FOUND PERSON    ,1600 BLOCKN. FAIR OAKS AV,1952743627,2017-11-19T16:56:43.000Z,594,552
7PA0109526,415 MISC        ,500 BLOCKA LOMA RD,1952743941,2017-11-19T16:59:57.000Z,595,553
7PA0109527,PUBLIC INTOX    ,800 BLOCK. LOS ROBLES AV,1952748136,2017-11-19T17:01:52.000Z,596,554
7PA0109320,LOCATION CHECK  ,100 BLOCK. COLORADO BL,1952579330,2017-11-19T00:13:46.000Z,428,555
7PA0109272,TRAFFIC STOP    , COLORADO / PASADENA AV,1951800587,2017-11-18T22:26:03.000Z,386,556
7PA0109593,415 MUSIC       ,600 BLOCKUCKEYE ST,1952788131,2017-11-19T21:01:47.000Z,649,557
7PA0109660,PUBLIC ASSIST   ,200 BLOCK. GARFIELD AV,1953650643,2017-11-20T07:26:59.000Z,700,558
7PA0109320,LOCATION CHECK  ,100 BLOCK. COLORADO BL,1952579330,2017-11-19T00:13:46.000Z,428,559
7PA0109551,MENTAL HEALTH   ,1900 BLOCKLOCUST ST,1952761399,2017-11-19T18:34:15.000Z,613,560
7PA0109273,LOCATION CHECK  ,0 BLOCK COLORADO BL,1951800595,2017-11-18T22:26:11.000Z,387,561
7PA0109594,SUSP PERSON     , OAK / WALNUT ST,1952788294,2017-11-19T21:03:10.000Z,650,562
7PA0109661,COMMERCIAL BURG ,0 BLOCK WALNUT ST,1953651490,2017-11-20T07:35:06.000Z,701,563
7PA0109409,DRIVING VIOL    ,1000 BLOCKROSE BOWL DR,1952662607,2017-11-19T08:46:23.000Z,500,564
7PA0109321,LOCATION CHECK  ,100 BLOCK COLORADO BL,1952579925,2017-11-19T00:19:41.000Z,429,565
7PA0109554,SUSP PERSON/VEH , ALLEN / LOCUST ST,1952762284,2017-11-19T18:43:00.000Z,614,566
7PA0109273,LOCATION CHECK  ,0 BLOCK COLORADO BL,1951800595,2017-11-18T22:26:11.000Z,387,567
7PA0109595,CHECK WELFARE   ,300 BLOCK. CHESTER AV #2,1952788392,2017-11-19T21:04:08.000Z,651,568
7PA0109665,FOOTBEAT        ,300 BLOCK. LAKE AV,1953653023,2017-11-20T07:50:39.000Z,702,569
7PA0109411,FOUND PROPERTY  ,0 BLOCK HUGUS AL,1952668935,2017-11-19T09:09:51.000Z,501,570
7PA0109321,LOCATION CHECK  ,100 BLOCK COLORADO BL,1952579925,2017-11-19T00:19:41.000Z,429,571
7PA0109555,PUBLIC INTOX    ,1800 BLOCKE. COLORADO BL,1952762505,2017-11-19T18:45:21.000Z,615,572
7PA0109274,415 BOY/GIRL    , BELL / MICHIGAN AV,1951800618,2017-11-18T22:26:34.000Z,388,573
7PA0109275,LOCATION CHECK  ,100 BLOCK. COLORADO BL,1951800728,2017-11-18T22:27:44.000Z,389,574
7PA0109275,LOCATION CHECK  ,100 BLOCK. COLORADO BL,1951800728,2017-11-18T22:27:44.000Z,389,575
7PA0109276,TRAFFIC STOP    , PASADENA / UNION ST,1951800906,2017-11-18T22:29:22.000Z,390,576
7PA0109277,TRAFFIC STOP    , APW/NO UNION,1951800927,2017-11-18T22:29:43.000Z,391,577
7PA0109278,CRITICAL MISSING,3400 BLOCKE. FOOTHILL BL,1951801240,2017-11-18T22:32:56.000Z,392,578
7PA0109279,LOCATION CHECK  ,100 BLOCK COLORADO BL,1951801502,2017-11-18T22:35:18.000Z,393,579
7PA0109279,LOCATION CHECK  ,100 BLOCK COLORADO BL,1951801502,2017-11-18T22:35:18.000Z,393,580
7PA0109281,TRAFFIC STOP    , LAKE / MOUNTAIN ST,1951801718,2017-11-18T22:37:34.000Z,394,581
7PA0109282,415 MUSIC       ,1500 BLOCKEL SERENO AV,1951801834,2017-11-18T22:38:50.000Z,395,582
7PA0109283,415 MISC        , SAN GABRIEL / CORSON ST,1951801942,2017-11-18T22:39:58.000Z,396,583
7PA0109284,LOCATION CHECK  ,100 BLOCK COLORADO BL,1951802039,2017-11-18T22:40:55.000Z,397,584
7PA0109284,LOCATION CHECK  ,100 BLOCK COLORADO BL,1951802039,2017-11-18T22:40:55.000Z,397,585
7PA0109285,TRAFFIC STOP    , SAINT JOHN / UNION ST,1951802124,2017-11-18T22:41:40.000Z,398,586
7PA0109286,PUBLIC INTOX    ,1900 BLOCKE. COLORADO BL,1951802238,2017-11-18T22:42:54.000Z,399,587
7PA0109287,TRAFFIC STOP    , RAYMOND / UNION ST,1951802401,2017-11-18T22:44:17.000Z,400,588
7PA0109288,LOCATION CHECK  ,0 BLOCK COLORADO BL,1951808124,2017-11-18T23:01:40.000Z,401,589
7PA0109288,LOCATION CHECK  ,0 BLOCK COLORADO BL,1951808124,2017-11-18T23:01:40.000Z,401,590
7PA0109290,TRAFFIC STOP    , MENTONE / STANTON ST,1951808233,2017-11-18T23:02:49.000Z,402,591
7PA0109291,SUPERVISOR RQST ,1900 BLOCKE. COLORADO BL,1951808385,2017-11-18T23:04:01.000Z,403,592
7PA0109292,FOOT PURSUIT    ,100 BLOCK. SAINT JOHN AV,1951808786,2017-11-18T23:08:02.000Z,404,593
7PA0109293,SUSP PERSON/VEH , MENTONE/STANTON,1951808990,2017-11-18T23:10:06.000Z,405,594
7PA0109294,SUPERVISOR RQST , GREEN / SAINT JOHN AV,1951809404,2017-11-18T23:14:20.000Z,406,595
7PA0109295,MENTAL HEALTH   ,3000 BLOCKE. COLORADO BL,1951809485,2017-11-18T23:15:01.000Z,407,596
7PA0109297,SUSP PERSON/VEH , CLAREMONT / SUNSET AV,1951810100,2017-11-18T23:21:16.000Z,408,597
7PA0109298,PED TRAFFIC     , CHESTNUT / RAYMOND AV,1951810311,2017-11-18T23:23:27.000Z,409,598
7PA0109299,415 FAMILY      ,600 BLOCK. OAKLAND AV #14,1951810535,2017-11-18T23:25:51.000Z,410,599
7PA0109301,TRAFFIC STOP    , LINCOLN / WASHINGTON BL,1951810797,2017-11-18T23:28:13.000Z,411,600
7PA0109302,DOMESTIC VIOLENC,800 BLOCKUMMIT AV #1,1951811839,2017-11-18T23:38:55.000Z,412,601
7PA0109303,LOCATION CHECK  ,100 BLOCK COLORADO BL,1951812191,2017-11-18T23:42:07.000Z,413,602
7PA0109303,LOCATION CHECK  ,100 BLOCK COLORADO BL,1951812191,2017-11-18T23:42:07.000Z,413,603
7PA0109304,415 MISC        , GLENARM / OAKLAND AV,1951812228,2017-11-18T23:42:44.000Z,414,604
7PA0109305,LOCATION CHECK  ,100 BLOCK. COLORADO BL,1951812242,2017-11-18T23:42:58.000Z,415,605
7PA0109557,FOOTBEAT        ,1100 BLOCKE. MOUNTAIN ST,1952762823,2017-11-19T18:48:39.000Z,616,606
7PA0109558,415 MISC        ,200 BLOCK. LAKE AV,1952762824,2017-11-19T18:48:40.000Z,617,607
7PA0109560,MAL MIS MISD    ,2600 BLOCKPALOMA ST,1952763488,2017-11-19T18:55:04.000Z,618,608
7PA0109561,TRAFFIC STOP    , DEL MAR / LAKE AV,1952763584,2017-11-19T18:56:00.000Z,619,609
7PA0109562,MENTAL HEALTH   ,100 BLOCKAR VISTA AV #203,1952763721,2017-11-19T18:57:37.000Z,620,610
7PA0109563,SUSP PERSON     ,500 BLOCK. WASHINGTON BL,1952768689,2017-11-19T19:07:05.000Z,621,611
7PA0109564,SUPERVISOR RQST ,100 BLOCKAR VISTA AV #203,1952768700,2017-11-19T19:07:16.000Z,622,612
7PA0109565,BIKE TRAFFIC    , FAIR OAKS / WALNUT ST,1952769032,2017-11-19T19:10:48.000Z,623,613
7PA0109566,TRAFFIC STOP    , COLORADO / MARENGO AV,1952769293,2017-11-19T19:13:09.000Z,624,614
7PA0109567,PED TRAFFIC     , DEL MAR / SAINT JOHN,1952769728,2017-11-19T19:17:44.000Z,625,615
7PA0109568,SUPERVISOR RQST ,1800 BLOCKE. COLORADO BL,1952770020,2017-11-19T19:20:36.000Z,626,616
7PA0109597,DRIVING VIOL    , SECO / WEST DR,1952789505,2017-11-19T21:15:21.000Z,652,617
7PA0109569,415 MUSIC       ,600 BLOCKUCKEYE ST,1952770128,2017-11-19T19:21:44.000Z,627,618
7PA0109666,SUSP PERSON/VEH , CONISTON / FOREST AV,1953653333,2017-11-20T07:53:49.000Z,703,619
7PA0109322,G THEFT AUTO    ,800 BLOCK. COLORADO BL,1952580099,2017-11-19T00:21:15.000Z,430,620
7PA0109598,TRAFFIC HAZARD  , MICHILLINDA / SIERRA MADRE BL,1952790340,2017-11-19T21:23:56.000Z,653,621
7PA0109412,SUSP PERSON/VEH ,1100 BLOCKLINDA GLEN DR,1952669333,2017-11-19T09:13:49.000Z,502,622
7PA0109570,SUSPICIOUS CIRC , DEL MAR / OAK KNOLL AV,1952771291,2017-11-19T19:33:07.000Z,628,623
7PA0109668,TRANSIENT       ,800 BLOCK. UNION ST,1953653837,2017-11-20T07:58:53.000Z,704,624
7PA0109323,INTR-DEPT ASSIST,700 BLOCK. WALNUT ST,1952580887,2017-11-19T00:29:03.000Z,431,625
7PA0109599,TRANSIENT       ,700 BLOCK. LAKE AV,1952790441,2017-11-19T21:24:57.000Z,654,626
7PA0109600,415 MISC        ,200 BLOCK. ALLEN AV,1952790598,2017-11-19T21:26:14.000Z,655,627
7PA0109601,TRAFFIC STOP    , ORANGE GROVE / ROSEMONT AV,1952791733,2017-11-19T21:37:49.000Z,656,628
7PA0109602,FOOTBEAT        ,300 BLOCK. ARROYO PK,1952793502,2017-11-19T21:55:18.000Z,657,629
7PA0109604,DRIVING VIOL    , CLAREMONT / EL MOLINO AV,1952798236,2017-11-19T22:02:52.000Z,658,630
7PA0109606,MENTAL HEALTH   ,200 BLOCK. GLENARM ST,1952799541,2017-11-19T22:15:57.000Z,659,631
7PA0109607,415 MISC        , CRAIG / FOOTHILL BL,1952801290,2017-11-19T22:33:06.000Z,660,632
7PA0109608,PUBLIC INTOX    ,2900 BLOCKE. FOOTHILL BL,1952801307,2017-11-19T22:33:23.000Z,661,633
7PA0109611,CHECK WELFARE   ,600 BLOCK. LOS ROBLES AV,1952802698,2017-11-19T22:47:14.000Z,662,634
7PA0109612,ADW             , MARENGO / ORANGE GROVE BL,1952802916,2017-11-19T22:49:32.000Z,663,635
7PA0109613,SUPERVISOR RQST ,2900 BLOCKE. FOOTHILL BL,1952802943,2017-11-19T22:49:59.000Z,664,636
7PA0109614,OTHER PMC       ,100 BLOCK. ORANGE GROVE BL,1952803341,2017-11-19T22:53:57.000Z,665,637
7PA0109615,TRAFFIC STOP    , CORDOVA / SHOPPERS LN,1952809393,2017-11-19T23:14:09.000Z,666,638
7PA0109616,TRAFFIC STOP    , COLORADO / MARENGO AV,1952809910,2017-11-19T23:19:26.000Z,667,639
7PA0109617,415 BOY/GIRL    , LOS ROBLES / WASHINGTON BL,1952811139,2017-11-19T23:31:55.000Z,668,640
7PA0109619,TRAFFIC STOP    , GARFIELD / WASHINGTON BL,1952812306,2017-11-19T23:43:22.000Z,669,641
7PA0109620,TRAFFIC STOP    , FAIR OAKS / HOWARD ST,1952813021,2017-11-19T23:50:37.000Z,670,642
7PA0109621,TRAFFIC STOP    , ARROYO / GLENARM ST,1953578503,2017-11-20T00:05:19.000Z,671,643
7PA0109622,SUPERVISOR RQST , MARENGO / ORANGE GROVE BL,1953580188,2017-11-20T00:22:04.000Z,672,644
7PA0109623,415 MISC        , ARMADA / ZANJA ST,1953581717,2017-11-20T00:37:33.000Z,673,645
7PA0109624,PUBLIC INTOX    ,300 BLOCK. GREEN ST,1953582016,2017-11-20T00:40:32.000Z,674,646
7PA0109625,TRAFFIC HAZARD  , COLORADO / SAN GABRIEL BL,1953582216,2017-11-20T00:42:32.000Z,675,647
7PA0109626,SUSP PERSON     ,3300 BLOCKE. COLORADO BL,1953582988,2017-11-20T00:50:04.000Z,676,648
7PA0109628,ANNOY PHONE CALL,1600 BLOCKOAKDALE ST,1953583493,2017-11-20T00:55:09.000Z,677,649
7PA0109630,SUPERVISOR RQST ,300 BLOCK. GREEN ST,1953588631,2017-11-20T01:06:47.000Z,678,650
7PA0109631,MENTAL HEALTH   ,300 BLOCK. MADISON AV #105,1953589006,2017-11-20T01:10:22.000Z,679,651
7PA0109632,SUSP PERSON     ,1400 BLOCKN. HILL AV,1953589243,2017-11-20T01:12:59.000Z,680,652
7PA0109633,TRANSIENT       ,700 BLOCK. LAKE AV,1953589386,2017-11-20T01:14:02.000Z,681,653
7PA0109634,COMMERCIAL BURG ,1700 BLOCKE. WASHINGTON BL,1953598607,2017-11-20T02:06:23.000Z,682,654
7PA0109635,415 MISC        ,800 BLOCK. UNION ST,1953598823,2017-11-20T02:08:39.000Z,683,655
7PA0109636,PETTY THEFT     ,1800 BLOCKE. COLORADO BL,1953598924,2017-11-20T02:09:40.000Z,684,656
7PA0109637,415 GROUP       ,300 BLOCK. GREEN ST,1953599920,2017-11-20T02:19:36.000Z,685,657
7PA0109638,PHYSICAL EVIDENC,1700 BLOCKE. WASHINGTON BL,1953600484,2017-11-20T02:25:00.000Z,686,658
7PA0109642,DUI             ,4400 BLOCKOAK GROVE DR,1953613118,2017-11-20T03:51:34.000Z,687,659
7PA0109643,DRIVE UNLICENSED, ARROYO / CALIFORNIA,1953613243,2017-11-20T03:52:59.000Z,688,660
7PA0109644,415 MUSIC       ,400 BLOCKACKSON ST,1953620710,2017-11-20T04:27:26.000Z,689,661
7PA0109648,SUSP PERSON     ,300 BLOCK. LOS ROBLES AV,1953629402,2017-11-20T05:14:18.000Z,690,662
7PA0109649,OTHER PMC       , EL DORADO / OAKLAND AV,1953639930,2017-11-20T06:19:46.000Z,691,663
7PA0109650,TRANSIENT       ,100 BLOCK. LOS ROBLES AV,1953640340,2017-11-20T06:23:56.000Z,692,664
7PA0109651,FOOTBEAT        ,100 BLOCK. HOLLY ST,1953640834,2017-11-20T06:28:50.000Z,693,665
7PA0109652,VEHICLE BURG    ,1300 BLOCKDAVERIC DR,1953641508,2017-11-20T06:35:24.000Z,694,666
7PA0109653,FOOTBEAT        ,200 BLOCK. RAYMOND AV,1953641822,2017-11-20T06:38:38.000Z,695,667
7PA0109656,FOOTBEAT        ,100 BLOCKLLMORE ST,1953643908,2017-11-20T06:59:24.000Z,696,668
7PA0109324,415 MUSIC       ,800 BLOCKRIGHT AV,1952581423,2017-11-19T00:34:39.000Z,432,669
7PA0109326,LOCATION CHECK  ,0 BLOCK COLORADO BL,1952582136,2017-11-19T00:41:52.000Z,433,670
7PA0109326,LOCATION CHECK  ,0 BLOCK COLORADO BL,1952582136,2017-11-19T00:41:52.000Z,433,671
7PA0109327,LOCATION CHECK  ,0 BLOCK COLORADO BL,1952582329,2017-11-19T00:43:45.000Z,434,672
7PA0109327,LOCATION CHECK  ,0 BLOCK COLORADO BL,1952582329,2017-11-19T00:43:45.000Z,434,673
7PA0109328,LOCATION CHECK  ,100 BLOCK COLORADO BL,1952582806,2017-11-19T00:48:22.000Z,435,674
7PA0109328,LOCATION CHECK  ,100 BLOCK COLORADO BL,1952582806,2017-11-19T00:48:22.000Z,435,675
7PA0109329,415 BOY/GIRL    , BARTHE / BROOKS AV,1952583443,2017-11-19T00:54:59.000Z,436,676
7PA0109330,PUBLIC INTOX    ,200 BLOCK. GLENARM ST,1952587990,2017-11-19T01:00:06.000Z,437,677
7PA0109331,DRIVING VIOL    ,1700 BLOCKWAGNER ST,1952588084,2017-11-19T01:01:00.000Z,438,678
7PA0109332,TRAFFIC HAZARD  , CORSON / MARENGO AV,1952588828,2017-11-19T01:08:44.000Z,439,679
7PA0109333,FOUND PROPERTY  ,100 BLOCK COLORADO BL,1952589520,2017-11-19T01:15:36.000Z,440,680
7PA0109334,LOCATION CHECK  ,100 BLOCK COLORADO BL,1952589596,2017-11-19T01:16:12.000Z,441,681
7PA0109334,LOCATION CHECK  ,100 BLOCK COLORADO BL,1952589596,2017-11-19T01:16:12.000Z,441,682
7PA0109335,415 MUSIC       , HIGHLAND / SANTA ROSA AV,1952589790,2017-11-19T01:18:06.000Z,442,683
7PA0109336,PUBLIC ASSIST   ,100 BLOCK. COLORADO BL,1952590208,2017-11-19T01:22:24.000Z,443,684
7PA0109337,PETTY THEFT     ,700 BLOCK. ARROYO PK,1952590434,2017-11-19T01:24:50.000Z,444,685
7PA0109338,MAL MIS MISD    ,500 BLOCK. RAYMOND AV #1,1952590926,2017-11-19T01:29:42.000Z,445,686
7PA0109339,PETTY THEFT     ,200 BLOCK. LAKE AV,1952591411,2017-11-19T01:34:27.000Z,446,687
7PA0109340,415 FIGHT       , EXCHANGE / RAYMOND AV,1952591740,2017-11-19T01:37:56.000Z,447,688
